Transfer Authority,Fiscal Year of Request,Implementing Agency,Country (Transfer to),Item Description,Status,Status Date,Qty Requested,Qty Allocated,Qty Accepted,Qty Rejected,Total Delivered Qty,Total Acquisition Value,Total Current Value
Grant Authority,2019,Army,Bahrain,Charge Prop WB M188A1,EDA Accepted/LOA Implemented,9/26/19,159,159,0,0,0,"$51,039.00","$15,311.70"
Grant Authority,2019,Army,Bahrain,"Flash Reducer, M2",EDA Accepted/LOA Implemented,9/26/19,38061,38061,0,0,0,"$60,897.60","$18,269.28"
Grant Authority,2019,Army,Bahrain,Grenade Hand Offensive MK3A1,EDA Accepted/LOA Implemented,9/26/19,6494,6494,0,0,0,"$8,312.32","$2,493.70"
Grant Authority,2019,Army,Bahrain,"Signal, Hand Fired, MK80 MOD2",EDA Accepted/LOA Implemented,9/26/19,14105,14105,0,0,0,"$21,580.65","$6,474.20"
Grant Authority,2019,Army,Bahrain,"Simulator, Projectile Air Burst for Disch",EDA Accepted/LOA Implemented,9/26/19,9995,9995,0,0,0,"$2,098.95",$629.68
Grant Authority,2019,Army,Bahrain,Flare Surface Trip M49,EDA Accepted/LOA Implemented,9/26/19,20526,20526,0,0,0,"$801,540.30","$240,462.09"
Grant Authority,2019,Army,Brazil,FIRE SUPPORT COMBINED ARMS TACTICAL TRAINER,Service Authorized to Supply EDA,5/9/19,4,4,0,0,0,"$2,028,000.00","$20,800.00"
Grant Authority,2019,Army,Brazil,IMPROVED BOAT CRADLE,EDA Accepted/LOA Implemented,8/12/19,6,6,0,0,0,"$132,384.00","$13,238.40"
Grant Authority,2019,Army,Brazil,"BOAT, BRIDGE ERECTION, INBOARD ENGINE",Service Authorized to Supply EDA,8/12/19,6,6,0,0,0,"$1,260,000.00","$126,000.00"
Grant Authority,2019,Navy,Brazil,F404-GE-400 ENGINE,Service Authorized to Supply EDA,3/25/20,1,1,0,0,0,"$1,500,000.00","$150,000.00"
Grant Authority,2019,Navy,Cameroon,OUTFIT AND EQUIPMENT,Service Authorized to Supply EDA,4/18/19,2,2,0,0,0,"$950,080.00","$95,008.00"
Grant Authority,2019,Navy,Cameroon,ISLAND CLASS PATROL BOAT (WPB) WITH MID-LIFE EXTENSION,Service Authorized to Supply EDA,4/18/19,2,2,0,0,0,"$40,507,844.00","$4,050,785.00"
Grant Authority,2019,Air Force,Chile,C-130H Aircraft,Service Authorized to Supply EDA,5/3/19,2,2,0,0,0,"$60,000,000.00","$24,000,000.00"
Grant Authority,2019,Air Force,Colombia,"Aircraft, C-130H",Service Authorized to Supply EDA,5/7/19,2,2,0,0,0,"$60,000,000.00","$24,000,000.00"
Grant Authority,2019,Defense Logistics Agency (DLA),Djibouti,"SEMITRAILER, CARGO, M871A1",Service Authorized to Supply EDA,1/17/19,1,1,0,0,0,"$17,921.00","$8,960.50"
Grant Authority,2019,Defense Logistics Agency (DLA),Djibouti,"SEMITRAILER, LOW BED (COMMERCIAL)",Service Authorized to Supply EDA,1/17/19,1,1,0,0,0,"$28,075.05","$14,037.52"
Grant Authority,2019,Defense Logistics Agency (DLA),Djibouti,"CLEANER, VACUUM, SELF-PROPELLED",Service Authorized to Supply EDA,1/17/19,1,1,0,0,0,"$150,375.00","$15,037.50"
Grant Authority,2019,Defense Logistics Agency (DLA),Djibouti,"TRAILER, VAN , COMMERCIAL",Service Authorized to Supply EDA,1/17/19,1,1,0,0,0,"$50,000.00","$15,000.00"
Grant Authority,2019,Defense Logistics Agency (DLA),Djibouti,"TRUCK TRACTOR, COMMERCIAL",Service Authorized to Supply EDA,1/17/19,1,1,0,0,0,"$116,776.00","$23,355.20"
Grant Authority,2019,Defense Logistics Agency (DLA),Djibouti,"TRUCK, MAINTENANCE, COMMERCIAL",Service Authorized to Supply EDA,1/17/19,1,1,0,0,0,"$99,120.00","$19,824.00"
Grant Authority,2019,Defense Logistics Agency (DLA),Djibouti,"TRUCK, SERVICING PLATFROM, COMM",Service Authorized to Supply EDA,1/17/19,1,1,0,0,0,"$74,753.00","$14,950.60"
Grant Authority,2019,Defense Logistics Agency (DLA),Djibouti,"TRUCK, SERVICING PLATFROM, COMM",Service Authorized to Supply EDA,1/17/19,1,1,0,0,0,"$65,599.00","$13,119.80"
Grant Authority,2019,Defense Logistics Agency (DLA),Djibouti,"TRUCK, VAN EXP, 5 TON M934A1",Service Authorized to Supply EDA,1/17/19,1,1,0,0,0,"$145,700.00","$29,140.00"
Grant Authority,2019,Defense Logistics Agency (DLA),Djibouti,"TRUCK, CARGO M923A1",Service Authorized to Supply EDA,1/17/19,2,2,0,0,0,"$148,900.00","$44,670.00"
Grant Authority,2019,Defense Logistics Agency (DLA),Djibouti,"TRUCK, VAN",Service Authorized to Supply EDA,1/17/19,1,1,0,0,0,"$33,082.00","$16,541.00"
Grant Authority,2019,Defense Logistics Agency (DLA),Djibouti,"TRUCK, CARGO M923A2",Service Authorized to Supply EDA,1/17/19,3,3,0,0,0,"$201,417.00","$60,425.10"
Grant Authority,2019,Defense Logistics Agency (DLA),Djibouti,"TRUCK, CARGO M923A2",Service Authorized to Supply EDA,1/17/19,1,1,0,0,0,"$67,139.00","$13,427.80"
Grant Authority,2019,Defense Logistics Agency (DLA),Djibouti,"TRUCK VAN,2.5 TON, M1079 ",Service Authorized to Supply EDA,1/17/19,1,1,0,0,0,"$124,607.00","$37,382.10"
Grant Authority,2019,Defense Logistics Agency (DLA),Djibouti,"TRUCK VAN,2.5 TON, M1079 ",Service Authorized to Supply EDA,1/17/19,1,1,0,0,0,"$124,607.00","$24,921.40"
Grant Authority,2019,Defense Logistics Agency (DLA),Djibouti,"TRUCK, CARGO, M1078",Service Authorized to Supply EDA,1/17/19,4,4,0,0,0,"$418,504.00","$125,551.20"
Grant Authority,2019,Defense Logistics Agency (DLA),Djibouti,"TRUCK, CARGO, M1078",Service Authorized to Supply EDA,1/17/19,7,7,0,0,0,"$732,382.00","$146,476.40"
Grant Authority,2019,Defense Logistics Agency (DLA),Djibouti,"TRUCK, WRECKER  M1089",Service Authorized to Supply EDA,1/17/19,1,1,0,0,0,"$268,992.00","$53,798.40"
Grant Authority,2019,Defense Logistics Agency (DLA),Djibouti,"TRUCK TRACTOR, M1088 WOW",Service Authorized to Supply EDA,1/17/19,4,4,0,0,0,"$568,528.00","$113,705.60"
Grant Authority,2019,Defense Logistics Agency (DLA),Djibouti,"TRUCK CARGO, M1083 WW",Service Authorized to Supply EDA,1/17/19,1,1,0,0,0,"$134,047.00","$40,214.10"
Grant Authority,2019,Defense Logistics Agency (DLA),Djibouti,"TRUCK CARGO, M1078WW",Service Authorized to Supply EDA,1/17/19,1,1,0,0,0,"$59,562.00","$11,912.40"
Grant Authority,2019,Defense Logistics Agency (DLA),Djibouti,"TRUCK CARGO, M35A3 WOW",Service Authorized to Supply EDA,1/17/19,1,1,0,0,0,"$56,500.00","$11,300.00"
Grant Authority,2019,Defense Logistics Agency (DLA),Djibouti,TRUCK TRACTOR  M1083A1 ,Service Authorized to Supply EDA,1/17/19,1,1,0,0,0,"$167,746.00","$33,549.20"
Grant Authority,2019,Defense Logistics Agency (DLA),Djibouti,"TRUCK CARGO, M1078A1 WOW",Service Authorized to Supply EDA,1/17/19,1,1,0,0,0,"$176,428.00","$35,285.60"
Grant Authority,2019,Defense Logistics Agency (DLA),Djibouti,"TRUCK TRACTOR, M916A3",Service Authorized to Supply EDA,1/17/19,1,1,0,0,0,"$166,223.00","$33,244.60"
Grant Authority,2019,Defense Logistics Agency (DLA),Djibouti,"TRUCK, PICKUP",Service Authorized to Supply EDA,1/17/19,2,2,0,0,0,"$51,556.00","$10,311.20"
Grant Authority,2019,Defense Logistics Agency (DLA),Djibouti,"TRUCK,  COMMERCIAL",Service Authorized to Supply EDA,1/17/19,1,1,0,0,0,"$23,194.60","$6,958.38"
Grant Authority,2019,Defense Logistics Agency (DLA),Djibouti,"TANK, TRAILER",Service Authorized to Supply EDA,1/17/19,1,1,0,0,0,"$7,000.00","$2,100.00"
Grant Authority,2019,Army,Egypt,"LAUNCHER, GUIDED MISSILE, CARRIER",Service Authorized to Supply EDA,1/17/20,36,36,0,0,0,"$41,798,808.00","$4,179,880.80"
FMS Sales,2019,Navy,Egypt,Frigate Spare Parts and Equipment (Secondary Items),Service Authorized to Supply EDA,7/31/19,N/A,N/A,N/A,N/A,N/A,"$3,000,000.00","$1,500,000.00"
Grant Authority,2019,Army,Egypt,CAIMAN PLUS,EDA Delivered,5/20/19,67,67,0,0,46,"$49,500,000.00","$2,475,000.00"
FMS Sales,2019,Navy,France,Engines,Service Authorized to Supply EDA,1/13/20,2,2,0,0,0,"$4,800,000.00","$1,440,000.00"
FMS Sales,2019,Navy,France,E-2C Aircraft,Service Authorized to Supply EDA,1/13/20,1,1,0,0,0,"$70,700,000.00","$7,070,000.00"
Grant Authority,2019,Navy,Greece,J85-GE-4A ENGINES,Service Authorized to Supply EDA,2/4/20,20,20,0,0,0,"$3,634,860.00","$181,743.00"
Grant Authority,2019,Defense Logistics Agency (DLA),Greece,"WEPONS PARTS, CAMOUFLAGE EQUIPMENT",Service Authorized to Supply EDA,12/6/19,N/A,N/A,N/A,N/A,N/A,"$1,966,104.00","$786,442.00"
Grant Authority,2019,Defense Logistics Agency (DLA),Greece,"FIRE CONTROL, ORDINANCE DISPOSAL AND MISSILE HANDLING EQUIPMENT",Service Authorized to Supply EDA,12/6/19,N/A,N/A,N/A,N/A,N/A,"$1,966,104.00","$786,442.00"
Grant Authority,2019,Defense Logistics Agency (DLA),Greece,"AIRCRAFT PARTS, COMPONENTS, ACCESSORIES AND SUPPORT EQUIPMENT",Service Authorized to Supply EDA,12/6/19,N/A,N/A,N/A,N/A,N/A,"$9,830,522.00","$3,932,209.00"
Grant Authority,2019,Defense Logistics Agency (DLA),Greece,VEHICULAR PARTS & COMPONENTS AND ACCESSORIES,Service Authorized to Supply EDA,12/6/19,N/A,N/A,N/A,N/A,N/A,"$3,932,209.00","$1,572,884.00"
Grant Authority,2019,Army,Greece,Fire support Combined Arms Tactical Trainers,Service Authorized to Supply EDA,5/23/19,2,2,0,0,0,"$1,014,000.00","$101,400.00"
Grant Authority,2019,Defense Logistics Agency (DLA),Greece,FACILITIES SUPPORT EQUIPMENT & SUPPLIES,Service Authorized to Supply EDA,12/6/19,N/A,N/A,N/A,N/A,N/A,"$1,966,104.00","$786,442.00"
Grant Authority,2019,Defense Logistics Agency (DLA),Greece,ELECTRICAL/ELECTRONIC EQUIPMENT AND COMPONENT,Service Authorized to Supply EDA,12/6/19,N/A,N/A,N/A,N/A,N/A,"$1,966,104.00","$786,442.00"
Grant Authority,2019,Defense Logistics Agency (DLA),Greece,"MEDICAL, DENTAL, LAB EQUIPMENT, INSTRUMENTS AND SUPPLIES",Service Authorized to Supply EDA,12/6/19,N/A,N/A,N/A,N/A,N/A,"$1,966,104.00","$786,442.00"
Grant Authority,2019,Defense Logistics Agency (DLA),Greece,GENERAL SUPPORT EQUIPMENT & SUPPLIES,Service Authorized to Supply EDA,12/6/19,N/A,N/A,N/A,N/A,N/A,"$1,966,104.00","$786,442.00"
Grant Authority,2019,Defense Logistics Agency (DLA),Greece,VEHICULAR SUPPORT EQUIPMENT,Service Authorized to Supply EDA,12/6/19,N/A,N/A,N/A,N/A,N/A,"$1,966,104.00","$786,442.00"
Grant Authority,2019,Navy,Hungary,Special Operations Craft-riverine Boats,Service Authorized to Supply EDA,9/24/19,2,2,0,0,0,"$1,379,594.00","$413,878.00"
FMS Sales,2019,Navy,India,MH60R HELICOPTERS,Service Authorized to Supply EDA,7/26/19,1,1,0,0,0,"$32,791,060.00","$1,639,553.00"
Grant Authority,2019,Defense Logistics Agency (DLA),Israel,"HEMTT ENGINE, 8V9TA ENGINE AND CONTAINER",Service Authorized to Supply EDA,12/17/19,N/A,N/A,N/A,N/A,N/A,"$3,515,920.00","$1,757,960.00"
Grant Authority,2019,Defense Logistics Agency (DLA),Israel,"BUILDNG, ARMORED MOBILE GUARD TOWER",Service Authorized to Supply EDA,12/17/19,N/A,N/A,N/A,N/A,N/A,"$175,504.00","$17,550.40"
Grant Authority,2019,Defense Logistics Agency (DLA),Israel,"TRUCK TANK HEMTT, M978 WOW ",Service Authorized to Supply EDA,6/6/19,2,2,0,0,0,"$768,260.00","$76,826.00"
Grant Authority,2019,Defense Logistics Agency (DLA),Israel,"TRUCK CARGO HEMTT, M985 ",Service Authorized to Supply EDA,6/6/19,3,3,0,0,0,"$1,084,887.00","$216,977.40"
Grant Authority,2019,Defense Logistics Agency (DLA),Israel,"TRUCK CARGO HEMTT, M985A1 ",Service Authorized to Supply EDA,6/6/19,1,1,0,0,0,"$351,909.00","$70,381.80"
Grant Authority,2019,Defense Logistics Agency (DLA),Israel,TRUCK CARGO M1083A1 W/W,Service Authorized to Supply EDA,6/6/19,1,1,0,0,0,"$182,089.00","$36,417.80"
Grant Authority,2019,Defense Logistics Agency (DLA),Israel,TRUCK CARGO M1083A1 W/W,Service Authorized to Supply EDA,6/6/19,1,1,0,0,0,"$182,089.00","$18,208.90"
Grant Authority,2019,Defense Logistics Agency (DLA),Israel,TRUCK CARGO M1084A1 WOW,Service Authorized to Supply EDA,6/6/19,4,4,0,0,0,"$873,512.00","$174,702.40"
Grant Authority,2019,Defense Logistics Agency (DLA),Israel,TRUCK CARGO M1084A1 WOW,Service Authorized to Supply EDA,6/6/19,1,1,0,0,0,"$218,378.00","$21,837.80"
Grant Authority,2019,Defense Logistics Agency (DLA),Israel,TRUCK CARGO M1083A1 WOW,Service Authorized to Supply EDA,6/6/19,8,8,0,0,0,"$1,747,024.00","$524,107.20"
Grant Authority,2019,Defense Logistics Agency (DLA),Israel,TRUCK CARGO M1083A1 WOW,Service Authorized to Supply EDA,6/6/19,4,4,0,0,0,"$728,356.00","$145,671.20"
Grant Authority,2019,Defense Logistics Agency (DLA),Israel,TRUCK CARGO M1083A1 WOW,Service Authorized to Supply EDA,6/6/19,3,3,0,0,0,"$546,267.00","$54,626.70"
Grant Authority,2019,Defense Logistics Agency (DLA),Israel,TRUCK CARGO M1085A1 LWB,Service Authorized to Supply EDA,6/6/19,2,2,0,0,0,"$340,146.00","$102,043.80"
Grant Authority,2019,Defense Logistics Agency (DLA),Israel,TRUCK CARGO M1085A1 LWB,Service Authorized to Supply EDA,6/6/19,1,1,0,0,0,"$170,073.00","$17,007.30"
Grant Authority,2019,Defense Logistics Agency (DLA),Israel,"TRUCK WRECKER, M1089A1 WW",Service Authorized to Supply EDA,6/6/19,7,7,0,0,0,"$2,321,760.00","$464,352.00"
Grant Authority,2019,Defense Logistics Agency (DLA),Israel,"TRUCK WRECKER, M1089A1 WW",Service Authorized to Supply EDA,6/6/19,1,1,0,0,0,"$331,680.00","$33,168.00"
Grant Authority,2019,Defense Logistics Agency (DLA),Israel,"TRUCK CARGO, M1086A1 LWB W/MHE",Service Authorized to Supply EDA,6/6/19,1,1,0,0,0,"$193,829.00","$38,765.80"
Grant Authority,2019,Defense Logistics Agency (DLA),Israel,"TRUCK CARGO, M1086A1 LWB W/MHE",Service Authorized to Supply EDA,6/6/19,5,5,0,0,0,"$969,145.00","$96,914.50"
Grant Authority,2019,Defense Logistics Agency (DLA),Israel,"TRUCK CARGO, HEMTT M985A2",Service Authorized to Supply EDA,6/6/19,2,2,0,0,0,"$723,258.00","$72,325.80"
Grant Authority,2019,Defense Logistics Agency (DLA),Israel,"TRUCK,TANK HEMTT M978A2R1 WOW",Service Authorized to Supply EDA,6/6/19,1,1,0,0,0,"$384,130.00","$76,826.00"
Grant Authority,2019,Defense Logistics Agency (DLA),Israel,"TRUCK,TANK HEMTT M978A2R1 WW",Service Authorized to Supply EDA,6/6/19,2,2,0,0,0,"$792,260.00","$79,226.00"
Grant Authority,2019,Defense Logistics Agency (DLA),Israel,"TRUCK,CARGO HEMTT M977A2R1 WW",Service Authorized to Supply EDA,6/6/19,1,1,0,0,0,"$328,920.00","$65,784.00"
Grant Authority,2019,Defense Logistics Agency (DLA),Israel,"TRUCK,CARGO HEMTT M977A2R1 WOW",Service Authorized to Supply EDA,6/6/19,1,1,0,0,0,"$328,920.00","$164,460.00"
Grant Authority,2019,Defense Logistics Agency (DLA),Israel,"TRUCK,CARGO HEMTT M977A2R1 WOW",Service Authorized to Supply EDA,6/6/19,5,5,0,0,0,"$1,644,600.00","$328,920.00"
Grant Authority,2019,Defense Logistics Agency (DLA),Israel,"TRUCK,CARGO HEMTT M977A2R1 WOW",Service Authorized to Supply EDA,6/6/19,2,2,0,0,0,"$657,840.00","$65,784.00"
Grant Authority,2019,Defense Logistics Agency (DLA),Israel,"CHASSIS,TRUCK",Service Authorized to Supply EDA,6/6/19,6,6,0,0,0,"$900,000.00","$180,000.00"
Grant Authority,2019,Defense Logistics Agency (DLA),Israel,"TRAILER,CARGO XM1101",Service Authorized to Supply EDA,6/6/19,5,5,0,0,0,"$44,770.00","$13,431.00"
Grant Authority,2019,Defense Logistics Agency (DLA),Israel,"TRAILER, CARGO  2.5 TON M1082",Service Authorized to Supply EDA,6/6/19,1,1,0,0,0,"$35,000.00","$17,500.00"
Grant Authority,2019,Defense Logistics Agency (DLA),Israel,"TRAILER, CARGO  2.5 TON M1082",Service Authorized to Supply EDA,6/6/19,3,3,0,0,0,"$105,000.00","$52,500.00"
Grant Authority,2019,Defense Logistics Agency (DLA),Israel,"TRAILER, CARGO  2.5 TON M1082",Service Authorized to Supply EDA,6/6/19,1,1,0,0,0,"$35,000.00","$17,500.00"
Grant Authority,2019,Defense Logistics Agency (DLA),Israel,"TRAILER, CARGO  2.5 TON M1082",Service Authorized to Supply EDA,6/6/19,4,4,0,0,0,"$140,000.00","$70,000.00"
Grant Authority,2019,Defense Logistics Agency (DLA),Israel,CAMOUFLAGE AND DECEPTION EQUIPMENT,EDA Delivered,4/2/19,N/A,N/A,N/A,N/A,N/A,"$483,431.30","$145,029.39"
Grant Authority,2019,Defense Logistics Agency (DLA),Israel,"PARACHUTES; ARIAL PICK UP, DELIVERY, RECCOVERY SYSTEMS AND CARGO TIE EQUIPMENT",EDA Accepted/LOA Implemented,9/26/19,N/A,N/A,N/A,N/A,N/A,"$483,431.30","$145,029.39"
Grant Authority,2019,Defense Logistics Agency (DLA),Israel,VEHICLE EQUIPMENT COMPONENTS,EDA Delivered,9/23/19,N/A,N/A,N/A,N/A,N/A,"$483,431.30","$145,029.39"
Grant Authority,2019,Defense Logistics Agency (DLA),Israel,"HARDWARE, ABRASIVES, ROPE AND CHAINS",EDA Accepted/LOA Implemented,9/26/19,N/A,N/A,N/A,N/A,N/A,"$483,431.30","$145,029.39"
Grant Authority,2019,Defense Logistics Agency (DLA),Israel,"FIREFIGHTING, RESCUE AND SAFETY EQUIPMENT",EDA Accepted/LOA Implemented,9/26/19,N/A,N/A,N/A,N/A,N/A,"$483,431.30","$145,029.39"
Grant Authority,2019,Defense Logistics Agency (DLA),Israel,HAND TOOLS,EDA Delivered,4/26/19,N/A,N/A,N/A,N/A,N/A,"$483,431.30","$145,029.39"
Grant Authority,2019,Defense Logistics Agency (DLA),Israel,"PREFABRICATED STRUCTURES, SCAFFOLDING, CONSTRUCTION AND BUILDING MATERIALS.",EDA Delivered,9/30/19,N/A,N/A,N/A,N/A,N/A,"$483,431.30","$145,029.39"
Grant Authority,2019,Defense Logistics Agency (DLA),Israel,LIGHTINIG FIXTURES AND LAMPS,EDA Delivered,9/30/19,N/A,N/A,N/A,N/A,N/A,"$483,431.30","$145,029.39"
Grant Authority,2019,Defense Logistics Agency (DLA),Israel,"MEDICAL,DENTAL AND VETERINARY EQUIPMENTS AND SUPPLIES",EDA Delivered,9/30/19,N/A,N/A,N/A,N/A,N/A,"$483,431.30","$145,029.39"
Grant Authority,2019,Defense Logistics Agency (DLA),Israel,"INSTRUMENTS, LABORATORY AND TRAINING EQUIPMENT ",EDA Accepted/LOA Implemented,9/26/19,N/A,N/A,N/A,N/A,N/A,"$483,431.30","$145,029.39"
Grant Authority,2019,Defense Logistics Agency (DLA),Israel,HOUSEHOLD AND COMMERCIAL FURNISHINGS ,EDA Delivered,9/30/19,N/A,N/A,N/A,N/A,N/A,"$483,431.30","$145,029.39"
Grant Authority,2019,Defense Logistics Agency (DLA),Israel,FOOD PREPARATION AND SERVING EQUIPMENT,EDA Delivered,9/30/19,N/A,N/A,N/A,N/A,N/A,"$483,431.30","$145,029.39"
Grant Authority,2019,Defense Logistics Agency (DLA),Israel,CLOTHING AND INDIVIDUAL EQUIPMENT,EDA Delivered,9/30/19,N/A,N/A,N/A,N/A,N/A,"$483,431.30","$145,029.39"
Grant Authority,2019,Air Force,Israel,F-15 A/B Wing Set (Left Hand),Service Authorized to Supply EDA,7/17/19,1,1,0,0,0,"$697,358.40","$69,735.84"
Grant Authority,2019,Air Force,Israel,F-15 A/B Wing Set (Right Hand),Service Authorized to Supply EDA,7/17/19,1,1,0,0,0,"$693,707.91","$69,370.79"
Grant Authority,2019,Defense Logistics Agency (DLA),Israel,"TRUCK,TANK HEMTT, M978 ",Service Authorized to Supply EDA,6/6/19,4,4,0,0,0,"$1,584,520.00","$316,904.00"
Grant Authority,2019,Defense Logistics Agency (DLA),Israel,"TRUCK CARGO HEMTT,  M977 WW",Service Authorized to Supply EDA,6/6/19,1,1,0,0,0,"$328,920.00","$32,892.00"
Grant Authority,2019,Defense Logistics Agency (DLA),Israel,"TRUCK CARGO HEMTT, M977 WOW",Service Authorized to Supply EDA,6/6/19,14,14,0,0,0,"$4,436,880.00","$887,376.00"
Grant Authority,2019,Defense Logistics Agency (DLA),Israel,"TRUCK TANK HEMMT, M978 WOW",Service Authorized to Supply EDA,6/6/19,1,1,0,0,0,"$384,130.00","$115,239.00"
Grant Authority,2019,Defense Logistics Agency (DLA),Israel,"TRUCK TANK HEMTT, M978 WOW ",Service Authorized to Supply EDA,6/6/19,8,8,0,0,0,"$3,073,040.00","$614,608.00"
Grant Authority,2019,Air Force,Jordan,"AIRCRAFT, C-130H",Service Authorized to Supply EDA,5/3/19,3,3,0,0,0,"$90,000,000.00","$36,000,000.00"
Grant Authority,2019,Air Force,Jordan,F-16 Aircraft (Parts Reclamation),Service Authorized to Supply EDA,10/7/19,15,15,0,0,0,"$127,500,000.00","$6,375,000.00"
Grant Authority,2019,Army,Lebanon,Bradley Fighting Vehicle COFT-E,EDA Accepted/LOA Implemented,9/26/19,2,2,0,0,0,"$1,991,002.00","$199,100.20"
Grant Authority,2019,Army,Lebanon,"MARKER, LOCATION MARINE MK 38 MOD 1",EDA Accepted/LOA Implemented,11/25/19,100,100,0,0,0,"$14,100.00","$4,230.00"
Grant Authority,2019,Army,Lebanon,"CARTRIDGE, 9MM, PRACTICE TRACER, M939",EDA Accepted/LOA Implemented,11/25/19,44000,44000,0,0,0,"$44,880.00","$13,464.00"
Grant Authority,2019,Army,Lebanon,"CARTRIDGE, .50 CAL BALL AND TRACER",Service Authorized to Supply EDA,11/25/19,36203,36203,0,0,0,"$51,046.23","$15,313.87"
Grant Authority,2019,Army,Lebanon,CARTRIDGE .50 CAL BLANK M1 LINKED,EDA Accepted/LOA Implemented,11/25/19,14629,14629,0,0,0,"$10,386.59","$3,115.98"
Grant Authority,2019,Army,Lebanon,"CARTRIDGE, .50 CALIBER, 4 API, 1 API TR, LKD, M8",EDA Accepted/LOA Implemented,11/25/19,1000,1000,0,0,0,$420.00,$126.00
Grant Authority,2019,Army,Lebanon,"CARTRIDGE, 20MM, INC M96, WITH PERCUSSION PRIMER",EDA Accepted/LOA Implemented,11/25/19,5000,5000,0,0,0,"$4,400.00","$1,320.00"
Grant Authority,2019,Army,Lebanon,"CARTRIDGE, 20MM, 4 HEI M210, 1 AP-T M95",EDA Accepted/LOA Implemented,11/25/19,120000,120000,0,0,0,"$1,965,600.00","$589,680.00"
Grant Authority,2019,Army,Lebanon,CARTRIDGE 40MM GREEN SMOKE M715,EDA Accepted/LOA Implemented,11/25/19,1143,1143,0,0,0,"$178,525.17","$53,557.55"
Grant Authority,2019,Army,Lebanon,CARTRIDGE 40MM YELLOW SMOKE M716,EDA Accepted/LOA Implemented,11/25/19,576,576,0,0,0,"$89,965.44","$26,989.63"
Grant Authority,2019,Army,Lebanon,CARTRIDGE 105MM HE M1 W/O FUZE - CC F - 10 %,EDA Accepted/LOA Implemented,11/25/19,20,20,0,0,0,"$7,870.40",$787.04
Grant Authority,2019,Army,Lebanon,CARTRIDGE 120MM ILLUM M930 (MORTAR),EDA Accepted/LOA Implemented,11/25/19,90,90,0,0,0,"$39,762.00","$11,928.60"
Grant Authority,2019,Army,Lebanon,CARTRIDGE 120MM HE M57 W/PD FUZE,EDA Accepted/LOA Implemented,11/25/19,60,60,0,0,0,"$26,149.80","$7,844.94"
Grant Authority,2019,Army,Lebanon,CARTRIDGE 81MM HE M889A2 w/M783 FUZE,EDA Accepted/LOA Implemented,11/25/19,55,55,0,0,0,"$21,320.20","$6,396.06"
Grant Authority,2019,Army,Lebanon,"SMOKE POT, FLOATING, HEXACHLOROETHANE, M4A2",EDA Accepted/LOA Implemented,11/25/19,100,100,0,0,0,"$16,100.00","$4,830.00"
Grant Authority,2019,Army,Lebanon,"SIGNAL, ILLUMINATION, AIRCRAFT, DOUBLE STAR, RED-GREEN, AN/M58",EDA Accepted/LOA Implemented,11/25/19,100,100,0,0,0,$940.00,$282.00
Grant Authority,2019,Army,Lebanon,"SIGNAL, SMOKE AND ILLUMINATION, MARINE, MK 11",EDA Accepted/LOA Implemented,11/25/19,100,100,0,0,0,"$24,200.00","$7,260.00"
